@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,
1918,1:3.7,TUMA/KCMUCo/MD/2016/2017/3227,9,,1:60:225,74,68,73,72
1901,1:2.7,TUMA/KCMUCo/MD/2016/2017/3228,9,,1:60:165,67,62,57,68
1306,1:3.5,TUMA/KCMUCo/MD/2016/2017/3229,9,,1:60:210,78,59,74,75
1955,1:3.5,TUMA/KCMUCo/MD/2016/2017/3230,9,,1:60:210,80,59,69,79
1905,1:3.2,TUMA/KCMUCo/MD/2016/2017/3231,9,,1:60:195,77,58,67,78
1887,1:4,TUMA/KCMUCo/MD/2016/2017/3232,9,,1:60:240,80,62,76,79
1341,1:3,TUMA/KCMUCo/MD/2016/2017/3233,9,,1:60:180,66,65,50,76
1959,1:3.5,TUMA/KCMUCo/MD/2016/2017/3234,9,,1:60:210,76,62,60,78
1852,1:3.2,TUMA/KCMUCo/MD/2016/2017/3237,9,,1:60:195,75,68,66,66
1799,1:3,TUMA/KCMUCo/MD/2016/2017/3286,9,,1:60:180,78,62,57,68
4293,1:3.5,TUMA/KCMUCo/MD/2016/2017/3339,9,,1:60:210,72,72,66,67
1343,1:3.5,TUMA/KCMUCo/MD/2016/2017/3603,9,,1:60:210,76,68,66,78
1769,1:3.7,TUMA/KCMUCo/MD/2016/2017/3604,9,,1:60:225,72,68,71,76
1784,1:3.2,TUMA/KCMUCo/MD/2016/2017/3605,9,,1:60:195,67,63,64,77
1470,1:3.7,TUMA/KCMUCo/MD/2016/2017/3608,9,,1:60:225,75,68,79,74
