3353,,TUMA/KCMUCo/BScHLSc/2015/2016/0581,11,,,35.5,73,64,70,64,63,65,37,65,36,64
3239,,TUMA/KCMUCo/BScHLSc/2015/2016/0582,9,,,74.5,71,80,86,90,82,85,57,75,75,76
3145,,TUMA/KCMUCo/BScHLSc/2015/2016/0583,9,,,64.5,85,77,83,74,72,86,60,75,65,66
3660,,TUMA/KCMUCo/BScHLSc/2015/2016/0584,11,,,43,64,77,72,67,63,84,62,62,43,65
3360,,TUMA/KCMUCo/BScHLSc/2015/2016/0585,11,,,64.5,70,64,74,70,65,77,45,73,65,70
3535,,TUMA/KCMUCo/BScHLSc/2015/2016/0586,11,,,49,67,83,65,77,73,83,56,85,49,66
3955,,TUMA/KCMUCo/BScHLSc/2015/2016/0587,11,,,49.5,61,68,70,74,59,65,49,73,50,73
3138,,TUMA/KCMUCo/BScHLSc/2015/2016/0588,11,,,35.5,46,66,83,72,62,78,47,58,36,60
3597,,TUMA/KCMUCo/BScHLSc/2015/2016/0589,11,,,59,63,70,88,79,70,90,44,83,59,69
3026,,TUMA/KCMUCo/BScHLSc/2015/2016/0590,11,,,33.5,43,55,73,85,73,39,39,64,34,58
3219,,TUMA/KCMUCo/BScHLSc/2015/2016/0591,9,,,58.5,50,67,81,86,85,64,67,72,59,69
3303,,TUMA/KCMUCo/BScHLSc/2015/2016/0592,11,,,30,41,60,66,74,63,59,46,62,30,68
3352,,TUMA/KCMUCo/BScHLSc/2015/2016/0593,11,,,57,70,68,80,69,67,63,58,49,57,68
3308,,TUMA/KCMUCo/BScHLSc/2015/2016/0594,9,,,54,74,80,69,74,77,83,57,76,54,67
3251,,TUMA/KCMUCo/BScHLSc/2015/2016/0595,11,,,46.5,62,80,76,76,72,81,63,79,57,73
3952,,TUMA/KCMUCo/BScHLSc/2015/2016/0596,11,,,43.5,55,73,88,65,60,49,54,63,44,74
2832,,TUMA/KCMUCo/BScHLSc/2015/2016/0597,9,,,65,78,73,90,79,80,87,77,65,65,75
3315,,TUMA/KCMUCo/BScHLSc/2015/2016/0598,65,,,78.5,69,72,73,78,75,63,77,78,79,79
3489,,TUMA/KCMUCo/BScHLSc/2015/2016/0599,11,,,57,55,68,71,74,68,53,48,77,57,63
3926,,TUMA/KCMUCo/BScHLSc/2015/2016/0600,11,,,48.5,56,69,61,76,65,75,45,70,49,64
3683,,TUMA/KCMUCo/BScHLSc/2015/2016/0601,11,,,47.5,67,82,70,79,62,74,54,75,48,72
3122,,TUMA/KCMUCo/BScHLSc/2015/2016/0604,67,,,36.5,46,73,78,79,72,75,54,65,37,70
2957,,TUMA/KCMUCo/BScHLSc/2015/2016/0606,11,,,28.5,30,55,64,78,58,68,37,59,29,62
3113,,TUMA/KCMUCo/BScHLSc/2015/2016/0614,9,,,56,59,76,67,72,65,63,52,73,56,70
3110,,TUMA/KCMUCo/BScHLSc/2015/2016/0620,11,,,45.5,55,75,84,77,70,66,43,64,46,69
3981,,TUMA/KCMUCo/BScHLSc/2015/2016/0622,67,,,,,,,,,83,,,,
3139,,TUMA/KCMUCo/BScHLSc/2015/2016/0623,9,,,66,57,76,84,81,73,86,53,84,66,76
3134,,TUMA/KCMUCo/BScHLSc/2015/2016/0625,9,,,64,76,71,84,96,78,91,59,73,64,76
2959,,TUMA/KCMUCo/BScHLSc/2015/2016/0626,9,,,68.5,81,74,80,86,71,77,59,82,69,75
2921,,TUMA/KCMUCo/BScHLSc/2015/2016/0627,11,,,42,46,62,73,72,67,,58,71,42,60
3512,,TUMA/KCMUCo/BScHLSc/2015/2016/0630,11,,,53.5,61,68,39,79,66,90,79,63,54,68
3108,,TUMA/KCMUCo/BScHLSc/2015/2016/0636,11,,,35.5,51,63,60,68,69,86,78,55,36,70
3067,,TUMA/KCMUCo/BScHLSc/2015/2016/0639,11,,,48,53,79,85,88,69,79,46,76,49,80
3208,,TUMA/KCMUCo/BScHLSc/2015/2016/0642,9,,,55,56,73,77,82,63,79,56,65,55,74
3380,,TUMA/KCMUCo/BScHLSc/2015/2016/0645,11,,,61,75,67,77,84,83,86,46,83,61,75
2882,,TUMA/KCMUCo/BScHLSc/2015/2016/0649,9,,,63.5,56,78,76,74,70,84,50,65,64,75
3132,,TUMA/KCMUCo/BScHLSc/2015/2016/0650,11,,,47,79,79,90,65,76,64,50,75,47,72
3186,,TUMA/KCMUCo/BScHLSc/2015/2016/0658,11,,,78.5,69,67,78,86,79,88,49,83,79,69
4044,,TUMA/KCMUCo/BScHLSc/2015/2016/0661,67,,,47,49,69,70,72,62,50,49,67,47,57
3406,,TUMA/KCMUCo/BScHLSc/2015/2016/0663,9,,,53.5,62,55,77,70,64,83,57,71,54,71
4012,,TUMA/KCMUCo/BScHLSc/2015/2016/0664,67,,,,31,61,51,63,44,15,28,36,29,58
3190,,TUMA/KCMUCo/BScHLSc/2015/2016/0665,67,,,,,,,,,,,,,
3616,,TUMA/KCMUCo/BScHLSc/2015/2016/0666,11,,,,69,72,80,83,76,84,61,80,72,74
3881,,TUMA/KCMUCo/BScHLSc/2015/2016/0667,11,,,41,55,78,81,72,65,83,45,60,41,76
3807,,TUMA/KCMUCo/BScHLSc/2015/2016/0668,11,,,46.5,69,70,79,96,66,83,43,69,47,66
3314,,TUMA/KCMUCo/BScHLSc/2015/2016/0669,11,,,40,56,73,74,71,70,71,48,63,40,64
3256,,TUMA/KCMUCo/BScHLSc/2015/2016/0670,9,,,64,62,72,71,78,79,85,58,51,64,71
2819,,TUMA/KCMUCo/BScHLSc/2015/2016/0671,11,,,80,42,72,75,86,75,92,55,63,80,69
3770,,TUMA/KCMUCo/BScHLSc/2015/2016/0672,11,,,50,63,67,82,59,74,71,42,65,50,66
4030,,TUMA/KCMUCo/BScHLSc/2015/2016/0675,11,,,39.5,37,66,50,61,70,64,35,64,40,60
3749,,TUMA/KCMUCo/BScHLSc/2015/2016/0676,11,,,,69,60,48,73,53,26,32,35,32,60
3938,,TUMA/KCMUCo/BScHLSc/2015/2016/0677,11,,,35.5,47,57,69,71,57,84,52,73,36,72
3661,,TUMA/KCMUCo/BScHLSc/2015/2016/0681,11,,,54,51,68,61,80,60,79,47,73,54,77
3028,,TUMA/KCMUCo/BScHLSc/2015/2016/0685,9,,,60,71,77,81,66,77,77,62,53,60,74
3503,,TUMA/KCMUCo/BScHLSc/2015/2016/0686,11,,,68,70,88,89,85,79,83,49,77,68,69
3447,,TUMA/KCMUCo/BScHLSc/2015/2016/0687,9,,,79.5,51,80,78,81,69,90,52,57,80,68
3127,,TUMA/KCMUCo/BScHLSc/2015/2016/0690,11,,,,30,78,75,61,73,64,58,57,48,68
3367,,TUMA/KCMUCo/BScHLSc/2015/2016/0692,11,,,,66,76,70,73,68,78,50,74,62,72
3232,,TUMA/KCMUCo/BScHLSc/2015/2016/0697,11,,,48,66,76,78,59,64,69,46,75,48,74
4052,,TUMA/KCMUCo/BScHLSc/2015/2016/0699,11,,,56.5,63,73,75,88,65,83,42,63,57,64
3894,,TUMA/KCMUCo/BScHLSc/2016/2017/0706,9,,,55,53,66,84,61,71,54,57,50,55,68
