@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,
1795,2:3.5,TUMA/KCMUCo/MD/2016/2017/3208,9,,2:60:210.5,69,65,70,66,70,79,70
1742,2:3.9,TUMA/KCMUCo/MD/2016/2017/3209,9,,2:60:236,70,61,84,71,73,73,74
1403,2:3,TUMA/KCMUCo/MD/2016/2017/3210,9,,2:60:181,57,51,67,71,70,67,69
1355,2:2.6,TUMA/KCMUCo/MD/2016/2017/3211,9,,2:60:157,58,53,59,61,64,69,68
1774,2:2.2,TUMA/KCMUCo/MD/2016/2017/3212,9,,2:60:136.5,51,50,53,50,55,61,66
1746,2:3.5,TUMA/KCMUCo/MD/2016/2017/3213,9,,2:60:210,68,65,75,76,66,71,78
1441,2:3.6,TUMA/KCMUCo/MD/2016/2017/3214,9,,2:60:220,67,61,72,83,68,78,77
1300,2:2.5,TUMA/KCMUCo/MD/2016/2017/3215,9,,2:60:155,59,50,62,57,66,67,72
1738,2:3,TUMA/KCMUCo/MD/2016/2017/3216,9,,2:60:181,62,53,50,69,60,70,60
1437,2:2.6,TUMA/KCMUCo/MD/2016/2017/3217,9,,2:60:159,60,54,58,59,66,68,60
1911,2:4.4,TUMA/KCMUCo/MD/2016/2017/3218,9,,2:60:269.5,77,80,74,94,75,82,76
1888,2:3.4,TUMA/KCMUCo/MD/2016/2017/3219,9,,2:60:208,64,66,66,72,57,80,75
1880,2:2.9,TUMA/KCMUCo/MD/2016/2017/3220,9,,2:60:179,63,58,64,59,67,73,76
1359,2:2.8,TUMA/KCMUCo/MD/2016/2017/3221,9,,2:60:170.5,59,52,72,56,64,72,73
1334,2:3,TUMA/KCMUCo/MD/2016/2017/3222,9,,2:60:181,63,57,58,61,66,74,63
1826,2:3.5,TUMA/KCMUCo/MD/2016/2017/3223,9,,2:60:214.5,71,68,69,69,72,77,64
1885,2:3.2,TUMA/KCMUCo/MD/2016/2017/3224,9,,2:60:195,65,56,64,61,71,77,64
1824,2:3.5,TUMA/KCMUCo/MD/2016/2017/3225,9,,2:60:213.5,69,61,59,73,73,73,73
1199,2:3.6,TUMA/KCMUCo/MD/2016/2017/3226,9,,2:60:221,67,68,59,71,77,84,62
1918,2:2.9,TUMA/KCMUCo/MD/2016/2017/3227,9,,2:60:177.5,63,60,63,57,65,73,59
1901,2:2.4,TUMA/KCMUCo/MD/2016/2017/3228,9,,2:60:147,58,52,55,50,66,66,60
1306,2:2.8,TUMA/KCMUCo/MD/2016/2017/3229,9,,2:60:172.5,61,56,68,67,62,69,64
1955,2:3,TUMA/KCMUCo/MD/2016/2017/3230,9,,2:60:184.5,62,59,64,69,63,72,65
1905,2:3.1,TUMA/KCMUCo/MD/2016/2017/3231,9,,2:60:191,65,53,53,73,65,72,67
1887,2:3.2,TUMA/KCMUCo/MD/2016/2017/3232,9,,2:60:195,61,56,61,62,71,74,67
1341,2:2.5,TUMA/KCMUCo/MD/2016/2017/3233,9,,2:60:150.5,55,54,62,58,65,67,60
1959,2:3.2,TUMA/KCMUCo/MD/2016/2017/3234,9,,2:60:194.5,67,60,62,72,66,66,71
1852,2:2.3,TUMA/KCMUCo/MD/2016/2017/3237,9,,2:60:142.5,57,56,55,58,65,64,57
1799,2:3.5,TUMA/KCMUCo/MD/2016/2017/3286,9,,2:60:211,64,64,55,66,74,83,67
4293,2:2.5,TUMA/KCMUCo/MD/2016/2017/3339,9,,2:60:151.5,56,52,53,53,63,63,75
1343,2:3.6,TUMA/KCMUCo/MD/2016/2017/3603,9,,2:60:219,70,66,69,67,72,75,70
1769,2:3.6,TUMA/KCMUCo/MD/2016/2017/3604,9,,2:60:217,67,67,65,72,79,79,74
1784,2:2.6,TUMA/KCMUCo/MD/2016/2017/3605,9,,2:60:159,57,53,50,59,66,72,67
1470,2:3.7,TUMA/KCMUCo/MD/2016/2017/3608,9,,2:60:223.5,71,66,66,69,72,77,80
