@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,
1334,2:2.6,TUMA/KCMUCo/MD/2016/2017/3222,9,,2:60:156,68,58,62,64,58
1826,2:3.8,TUMA/KCMUCo/MD/2016/2017/3223,9,,2:60:228,74,63,79,70,75
1885,2:3.4,TUMA/KCMUCo/MD/2016/2017/3224,9,,2:60:204,71,69,66,74,67
1824,2:4,TUMA/KCMUCo/MD/2016/2017/3225,9,,2:60:240,70,74,73,71,72
1199,2:3,TUMA/KCMUCo/MD/2016/2017/3226,9,,2:60:180,70,67,61,62,56
1918,2:3.4,TUMA/KCMUCo/MD/2016/2017/3227,9,,2:60:204,68,83,65,69,68
1901,2:3,TUMA/KCMUCo/MD/2016/2017/3228,9,,2:60:180,76,61,60,68,54
1306,2:3.2,TUMA/KCMUCo/MD/2016/2017/3229,9,,2:60:192,64,65,62,71,60
1955,2:3.6,TUMA/KCMUCo/MD/2016/2017/3230,9,,2:60:216,64,70,70,64,70
1905,2:3,TUMA/KCMUCo/MD/2016/2017/3231,9,,2:60:180,68,61,64,69,60
1887,2:3.2,TUMA/KCMUCo/MD/2016/2017/3232,9,,2:60:192,69,61,73,67,64
1341,2:2.4,TUMA/KCMUCo/MD/2016/2017/3233,9,,2:60:144,57,51,62,61,56
1959,2:2.8,TUMA/KCMUCo/MD/2016/2017/3234,9,,2:60:168,64,60,63,62,54
1852,2:3.2,TUMA/KCMUCo/MD/2016/2017/3237,9,,2:60:192,68,70,75,66,54
1799,2:3.2,TUMA/KCMUCo/MD/2016/2017/3286,9,,2:60:192,67,64,63,73,68
4293,2:3,TUMA/KCMUCo/MD/2016/2017/3339,9,,2:60:180,70,54,70,62,50
1343,2:4.2,TUMA/KCMUCo/MD/2016/2017/3603,9,,2:60:252,80,82,70,68,74
1769,2:4,TUMA/KCMUCo/MD/2016/2017/3604,9,,2:60:240,74,80,73,74,69
1784,2:3.4,TUMA/KCMUCo/MD/2016/2017/3605,9,,2:60:204,72,67,77,66,67
1470,2:3.6,TUMA/KCMUCo/MD/2016/2017/3608,9,,2:60:216,78,79,63,68,75
