3991,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0579,11,,1:7.2:0,,57,70,81,62,68,76,58,74,70,70
3178,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0580,9,,1:7.2:0,,68,75,83,73,70,80,68,72,64,71
3353,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0581,11,,1:7.2:0,,50,72,73,62,59,64,50,56,41,60
3239,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0582,9,,1:7.2:0,,67,82,85,73,75,78,56,70,75,75
3145,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0583,9,,1:7.2:0,,86,71,78,60,65,75,66,70,68,73
3660,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0584,11,,1:7.2:0,,67,67,76,57,64,77,61,62,53,68
3360,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0585,11,,1:7.2:0,,59,67,78,59,64,75,56,66,63,68
3535,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0586,11,,1:7.2:0,,66,79,72,66,71,77,66,75,70,68
3955,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0587,11,,1:7.2:0,,61,74,68,58,59,67,50,62,61,71
3138,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0588,11,,1:7.2:0,,45,63,63,67,56,72,50,61,55,65
3597,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0589,11,,1:7.2:0,,71,76,87,62,65,79,54,72,66,71
3026,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0590,11,,1:7.2:0,,44,58,62,64,65,56,41,60,50,60
3219,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0591,9,,1:7.2:0,,51,66,80,66,76,68,69,68,66,72
3303,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0592,11,,1:7.2:0,,35,61,60,59,59,64,48,61,47,66
3352,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0593,11,,1:7.2:0,,53,63,77,61,60,66,49,59,60,69
3308,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0594,9,,1:7.2:0,,67,76,71,65,69,79,58,71,62,72
3251,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0595,11,,1:7.2:0,,76,80,74,63,70,80,65,76,67,76
3952,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0596,11,,1:7.2:0,,68,74,82,60,65,59,61,59,63,72
2832,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0597,9,,1:7.2:0,,70,67,88,65,71,77,73,62,64,73
3315,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0598,9,,1:7.2:0,,64,68,75,65,71,66,63,70,77,76
3489,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0599,11,,1:7.2:0,,46,64,72,62,58,64,47,72,50,68
3926,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0600,11,,1:7.2:0,,55,63,74,68,63,71,55,69,65,69
3683,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0601,11,,1:7.2:0,,67,72,76,67,59,70,57,67,57,71
3122,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0604,11,,1:7.2:0,,54,67,71,60,66,81,52,63,46,66
2957,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0606,11,,1:7.2:0,,48,50,72,63,53,69,43,58,47,61
3113,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0614,9,,1:7.2:0,,61,68,70,67,62,61,60,68,55,71
3110,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0620,11,,1:7.2:0,,38,71,85,61,67,71,51,62,52,72
3981,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0622,11,,1:7.2:0,,,,,,,,,,,
3139,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0623,9,,1:7.2:0,,61,74,81,71,72,81,56,74,74,77
3134,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0625,9,,1:7.2:0,,85,72,79,75,74,82,58,72,68,77
2959,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0626,9,,1:7.2:0,,74,76,75,72,67,73,62,76,70,76
2921,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0627,11,,1:7.2:0,,41,60,68,63,66,,54,62,47,65
3512,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0630,11,,1:7.2:0,,62,72,59,68,66,80,76,62,61,70
3108,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0636,11,,1:7.2:0,,34,63,63,64,61,72,75,61,50,67
3067,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0639,11,,1:7.2:0,,61,74,80,71,66,77,46,75,56,77
3208,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0642,9,,1:7.2:0,,67,66,83,68,63,79,54,65,57,67
3380,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0645,11,,1:7.2:0,,67,69,73,68,76,77,56,74,71,73
2882,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0649,9,,1:7.2:0,,61,74,81,64,68,74,57,68,57,72
3132,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0650,11,,1:7.2:0,,73,78,81,63,70,73,60,70,65,74
3186,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0658,11,,1:7.2:0,,65,73,76,75,69,79,54,76,82,69
4044,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0661,11,,1:7.2:0,,52,55,71,56,62,60,47,65,43,62
3406,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0663,9,,1:7.2:0,,58,59,70,67,60,76,55,66,56,68
4012,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0664,11,,1:7.2:0,,47,51,58,55,49,51,33,37,40,62
3190,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0665,11,,1:7.2:0,,,,,,,,,,,
3616,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0666,11,,1:7.2:0,,78,73,78,70,75,79,69,74,76,74
3881,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0667,11,,1:7.2:0,,50,77,84,63,67,76,48,61,54,73
3807,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0668,11,,1:7.2:0,,54,65,76,76,62,73,53,67,55,68
3314,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0669,11,,1:7.2:0,,43,68,66,57,62,70,52,60,47,65
3256,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0670,9,,1:7.2:0,,56,70,68,66,70,73,64,58,65,72
2819,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0671,11,,1:7.2:0,,59,70,79,71,65,78,56,65,71,67
3770,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0672,11,,1:7.2:0,,64,61,75,61,72,71,43,69,55,64
4030,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0675,11,,1:7.2:0,,29,56,58,53,62,68,37,60,50,61
3749,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0676,11,,1:7.2:0,,39,54,61,60,45,45,34,39,31,60
3938,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0677,11,,1:7.2:0,,36,60,67,61,58,73,54,65,41,69
3661,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0681,11,,1:7.2:0,,55,72,72,73,67,70,62,65,61,73
3028,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0685,9,,1:7.2:0,,81,68,79,60,70,71,61,66,65,70
3503,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0686,11,,1:7.2:0,,69,71,85,66,74,78,56,71,69,73
3447,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0687,9,,1:7.2:0,,62,75,79,68,67,76,51,64,75,70
3127,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0690,11,,1:7.2:0,,63,65,81,65,69,66,59,62,52,74
3367,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0692,11,,1:7.2:0,,54,74,78,61,66,76,52,68,70,73
3232,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0697,11,,1:7.2:0,,54,69,79,66,64,73,45,67,56,70
4052,1:0,TUMA/KCMUCo/BScHLSc/2015/2016/0699,11,,1:7.2:0,,75,71,68,72,61,76,53,68,58,70
3894,1:0,TUMA/KCMUCo/BScHLSc/2016/2017/0706,9,,1:7.2:0,,55,58,79,62,70,58,53,54,57,63
