899,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0757,11,,1:28:56,62,53,54,78
890,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0759,9,,1:28:84,66,69,62,69
715,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0760,11,,1:28:84,69,53,64,79
886,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0761,11,,1:28:84,60,54,61,76
764,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0768,11,,1:28:84,58,52,63,86
941,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0770,11,,1:28:84,69,58,64,50
758,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0771,9,,1:28:112,71,69,72,62
818,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0786,11,,1:28:56,55,35,53,63
893,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0789,9,,1:28:84,69,66,63,56
778,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0791,9,,1:28:84,78,83,69,76
859,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0801,9,,1:28:112,69,73,75,77
901,1:4,TUMA/KCMUCo/BSC.N/2015/2016/0802,9,,1:28:112,72,80,77,69
940,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0804,9,,1:28:84,69,72,68,75
892,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0805,9,,1:28:84,67,63,67,72
912,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0813,9,,1:28:84,62,64,68,53
909,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0819,11,,1:28:84,68,55,63,83
733,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0822,11,,1:28:56,80,73,54,37
863,1:3,TUMA/KCMUCo/BSC.N/2016/2017/0826,9,,1:28:84,72,80,69,60
922,1:1,TUMA/KCMUCo/BSC.N/2016/2017/0827,11,,1:28:28,60,72,46,45
798,1:3,TUMA/KCMUCo/BSC.N/2016/2017/0828,11,,1:28:84,50,53,61,68
